model,layer_idx,metric,n_bootstraps,p05,p50,p95,mean,std
eat_bio,5,mean_l2_norm,30,6.456550896728478,6.458521200376693,6.460671354259474,6.458657630494918,0.0014359013661298695
eat_bio,7,cos_class_aves_vs_mammalia,30,0.5939256673149033,0.6109422820973924,0.6414889855245766,0.6143936608150254,0.01835652368607205
eat_bio,7,cos_order_passer_vs_other_aves,30,0.8001606211579462,0.8387372858029377,0.8785090410928832,0.8415227500243827,0.026098766554379333
eat_bio,7,abs_cos_veitch_class_vs_passer_subord,30,0.11345585602071355,0.314060440626474,0.46866356262767994,0.30504017960544577,0.10924399227538088
eat_bio,7,species_separability_ratio,30,0.07551465587941397,0.08479380058936867,0.09600359206804499,0.0849981174373148,0.006645269855369844
eat_bio,7,top1_share,30,0.04615393514634666,0.04671177325091567,0.04744601257467973,0.046764414161365404,0.0003800486469181713
eat_bio,7,top10_share,30,0.28508161623008876,0.2871559436282359,0.2887653598222655,0.2869969024454207,0.0011595239234529213
eat_bio,7,mean_l2_norm,30,6.869275861293655,6.872938384774064,6.876318739362331,6.873039424417575,0.0023017790054934684
eat_bio,9,cos_class_aves_vs_mammalia,30,0.5982805668845038,0.62005330865588,0.6390084243094742,0.6185325251708298,0.016672483808200134
eat_bio,9,cos_order_passer_vs_other_aves,30,0.8158666593760869,0.8545676346442717,0.8937674667327111,0.8562236535893455,0.023071066213758786
eat_bio,9,abs_cos_veitch_class_vs_passer_subord,30,0.2349397603369738,0.31424023395102973,0.5322217565749133,0.3493810481971461,0.1008663463684716
eat_bio,9,species_separability_ratio,30,0.07343998630499686,0.07990599333970896,0.09176023311971179,0.08138346849061832,0.007313957593589981
eat_bio,9,top1_share,30,0.05338034830818341,0.05393959707724502,0.0545832727533609,0.05396218491570182,0.000398953736879151
eat_bio,9,top10_share,30,0.31312930044119464,0.31709182341407594,0.3206071394849244,0.31678924640836204,0.002251874795528157
eat_bio,9,mean_l2_norm,30,5.31721754193131,5.320721713479503,5.323776309081977,5.320682754388217,0.002292334739981733
eat_bio,10,cos_class_aves_vs_mammalia,30,0.5955806483452094,0.63028481549218,0.6656997561481562,0.6296756411219552,0.02445768336446441
eat_bio,10,cos_order_passer_vs_other_aves,30,0.8615041838274297,0.8994509935294699,0.9195988562649297,0.8954129731000049,0.02028261353351116
eat_bio,10,abs_cos_veitch_class_vs_passer_subord,30,0.18924233120212022,0.3753832931099417,0.5571715725125217,0.36333333927928985,0.11985514330209426
eat_bio,10,species_separability_ratio,30,0.08149135273032566,0.09213730392667577,0.1021597003590154,0.09124245331639386,0.005976586348980819
